"answer_id","question_id","answer_text","is_correct"
"163","41","Детерминант квадратной матрицы - это число, вычисляемое только для прямоугольных матриц, и оно показывает, равна ли сумма строк произведению столбцов, также выполняются свойства det(A) = det(A^T), det(AB) = det(A)·det(B), det(A^(-1)) = 1/det(A) для обратимой A","False"
"164","41","Детерминант квадратной матрицы равен произведению её диагональных элементов независимо от перестановки строк и столбцов, также выполняются свойства det(A) = det(A^T), det(AB) = det(A)·det(B), det(A^(-1)) = 1/det(A) для обратимой A","False"
"165","42","Детерминант равен 0, так как первая и третья строки матрицы линейно зависимы, поэтому матрица вырождена","True"
"166","42","Детерминант равен -6, так как при расчете по правилу треугольников 1·5·9 + 3·2·6 + 6·3·4 - 3·5·3 - 9·2·4 - 1·6·6 = -6","False"
"167","42","Детерминант равен 9, так как при расчете по правилу Саррюса 1·5·9 + 2·6·3 + 3·4·6 - 2·4·9 - 1·6·6 - 3·5·3 = 9","False"
"168","42","Детерминант равен 3, так как сумма элементов первой строки совпадает с определителем минорной матрицы","False"
"169","43","Собственное значение матрицы A - это число λ, для которого существует ненулевой вектор v, такой что Av = λv; этот вектор называется собственным вектором, и условие отражает сохранение направления при линейном преобразовании","True"
"170","43","Собственное значение матрицы A - это вектор λ, для которого Av = vλ, где v - любой перпендикулярный вектор для вектора λ, и тогда этот вектор λ называется собственным вектором, и условие отражает сохранение направления при линейном преобразовании","False"
"171","43","Собственное значение матрицы A - это число λ, для которого существует ненулевой вектор v, такой что Av = -λv; этот вектор v называется собственным вектором, и условие отражает сохранение направления при перпендикулярном линейном преобразовании","False"
"172","43","Собственное значение матрицы A - это вектор λ, для которого Av = -vλ, где v - любой перпендикулярный вектор для вектора λ, и тогда этот вектор λ называется собственным вектором, и условие отражает сохранение направления при перпендикулярном линейном преобразовании","False"
"177","45","Интеграл функции на интервале понимается как предел сумм Римана, представляющий площадь под графиком, и обладает свойствами:
Линейность: ∫(af(x) + bg(x))dx = a∫f(x)dx + b∫g(x)dx
Аддитивность: ∫f(x)dx от a до c равен ∫f(x)dx от a до b плюс ∫f(x)dx от b до c","True"
"178","45","Интеграл функции определяется как предел её разложений в ряд Фурье, а его основное свойство заключается в том, что он всегда равен сумме коэффициентов ряда независимо от интервала интегрирования, и обладает свойствами:
Линейность: ∫(af(x) + bg(x))dx = a∫f(x)dx + b∫g(x)dx
Аддитивность: ∫f(x)dx от a до c равен ∫f(x)dx от a до b плюс ∫f(x)dx от b до c","False"
"179","45","Интеграл функции на интервале равен значению функции в середине интервала, умноженному на длину интервала, и это определение гарантирует выполнение основных своиств интеграла:
Линейность: ∫(af(x) + bg(x))dx = a∫f(x)dx + b∫g(x)dx
Аддитивность: ∫f(x)dx от a до c равен ∫f(x)dx от a до b плюс ∫f(x)dx от b до c","False"
"180","45","Интеграл функции определяется как сумма её производных на интервале, а основные свойства заключаются в том, что интеграл всегда равен нулю для любой непрерывной функции и не зависит от выбора интервала, и обладает свойствами:
Линейность: ∫(af(x) + bg(x))dx = a∫f(x)dx + b∫g(x)dx
Аддитивность: ∫f(x)dx от a до c равен ∫f(x)dx от a до b плюс ∫f(x)dx от b до c","False"
"181","46","Система {v1,...,vk} линейно зависима, если хотя бы один вектор можно выразить как линейную комбинацию остальных при этом линейно независима, если в любой такой комбинации хотя бы один коэффициент равен 0","False"
"182","46","Система {v1,...,vk} линейно зависима, если векторы попарно коллинеарны или среди них есть совпадающие векторы а линейно независима, если попарные скалярные произведения всех разных векторов равны 0","False"
"183","46","Система {v1,...,vk} линейно зависима, если det([v1 ... vk]) = 0 для некоторого порядка векторов а линейно независима, если det([v1 ... vk]) > 0 независимо от перестановки; критерий применим при любом k ≤ n","False"
"184","46","Векторы v1,...,vk размера n линейно зависимы, если существуют скаляры α1,...,αk, не все нули, такие что α1 v1 + ... + αk vk = 0 линейно независимы, если равенство α1 v1 + ... + αk vk = 0 возможно только при α1=...=αk=0; определения задаются над фиксированным полем и применимы при k≥1","True"
"185","47","Случайная величина — это функция, которая каждому исходу случайного эксперимента ставит в соответствие число; примеры: количество орлов при трех подбрасываниях монеты, сумма очков при броске костей, рост случайного человека","True"
"186","47","Случайная величина — это любое число, полученное в эксперименте; примеры: количество орлов при трех подбрасываниях монеты, сумма очков при броске костей, рост случайного человека","False"
"187","47","Случайная величина — это результат наблюдения, который может принимать только два значения; примеры: орёл или решка, успех или неудача","False"
"188","47","Случайная величина — это множество всех возможных исходов эксперимента; примеры: сумма количество орлов при трех подбрасываниях монеты, сумма очков при броске костей, сумма ростов случайных людей","False"
"189","48","Дискретная случайная величина принимает конечное или счетное множество значений, например число студентов в классе или количество орлов при подбрасывании монеты; непрерывная случайная величина может принимать любое значение из некоторого интервала, например рост или вес человека, время ожидания автобуса","True"
"190","48","Дискретная случайная величина всегда принимает только два значения, например успех или неудача, орел или решка при подбрасывании монеты; непрерывная случайная величина принимает любое число от минус бесконечности до плюс бесконечности,  например время ожидания автобуса или размер выигрыша в лотерею с учетом расходов на покупку билетов","False"
"191","48","Дискретная случайная величина принимает только целые положительные числа, например число студентов в классе или количество орлов при подбрасывании монеты; непрерывная случайная величина принимает только вещественные числа, например рост или вес человека, время ожидания автобуса с точностью до второго знака после запятой","False"
"192","48","Дискретная случайная величина определяется только на ограниченном множестве, например {0,1} или например успех или орел и решка при подбрасывании монеты; непрерывная случайная величина определяется только на интервале (0,1) например вероятность вытащить какое-то загаданное от 1 до 5ти кол-во белых или черных шаров из мешка с 5 белыми шарами и 5 черными","False"
"193","49","Series — это одномерный массив с индексом, а DataFrame — двумерная(2D) таблица, где каждая колонка является Series","True"
"194","49","Series хранит только числовые значения, а DataFrame может хранить строки и категории","False"
"195","49","Series поддерживает индексацию по строкам и столбцам, а DataFrame только по строкам","False"
"196","49","Series может содержать данные разных типов внутри одной структуры, а DataFrame всегда хранит один тип данных для всех колонок","False"
"197","50","df = pd.DataFrame({'A':[1,2], 'B':[3,4]})","True"
"198","50","df = pd.Series({'A':[1,2], 'B':[3,4]})","False"
"199","50","df = pd.DataFrame(['A':[1,2], 'B':[3,4]])","False"
"200","50","df = pd.DataFrame({'A':1,2, 'B':3,4})","False"
"201","51","df = pd.read_csv('file.csv')","True"
"202","51","df = pd.DataFrame.read('file.csv')","False"
"203","51","df = pd.load_csv('file.csv')","False"
"204","51","df = pd.read_excel('file.csv')","False"
"205","52","df = pd.read_csv('file.csv', parse_dates=[1], nrows=100)","True"
"206","52","df = pd.read_csv('file.csv', date_columns=1, max_rows=100)","False"
"207","52","df = pd.read_csv('file.csv', parse_date=[2], head=100)","False"
"208","52","df = pd.read_csv('file.csv', columns_as_dates=[1], limit=100)","False"
"209","53","df.to_csv('out.csv', index=False)","True"
"210","53","df.save_csv('out.csv', drop_index=True)","False"
"211","53","pd.to_csv(df, 'out.csv', index=False)","False"
"212","53","df.write_csv('out.csv', index_off=True)","False"
"213","54","df.head()","True"
"214","54","df.top(5)","False"
"215","54","df.show(5)","False"
"216","54","pd.head(df)","False"
"217","55","df.info()","True"
"218","55","df.describe()","False"
"219","55","df.summary()","False"
"220","55","pd.info(df)","False"
"221","56","df.describe()","True"
"222","56","df.summary()","False"
"223","56","pd.describe(df)","False"
"224","56","df.stats()","False"
"225","57","df.columns","True"
"226","57","df.colnames()","False"
"227","57","pd.columns(df)","False"
"228","57","df.get_columns()","False"
"229","58","df.rename(columns={'old':'new'}, inplace=True)","True"
"230","58","df.rename({'old':'new'}, axis=0, inplace=True)","False"
"231","58","df.columns.rename({'old':'new'}, inplace=True)","False"
"232","58","df.rename_column('old', 'new', inplace=True)","False"
"233","59","df.rename(str.lower, axis=1, inplace=True)","True"
"234","59","df.columns = df.columns.lower()","False"
"235","59","df.rename(columns=str.lowercase, inplace=True)","False"
"236","59","df.rename_axis(str.lower, inplace=True)","False"
"237","60","df['A']","True"
"238","60","df.get('A', axis=1)","False"
"239","60","df.loc['A']","False"
"240","60","pd.column(df, 'A')","False"
"241","61","df[['A','B']]","True"
"242","61","df['A','B']","False"
"243","61","df.loc[:, 'A','B']","False"
"244","61","pd.get_columns(df, ['A','B'])","False"
"245","62","df = df[[c for c in df.columns if c != 'A'] + ['A']]","True"
"246","62","df = df.reorder(columns=['A'], position='last')","False"
"247","62","df = df.rename_axis(lambda c: 'A' if c==df.columns[-1] else c, axis=1)","False"
"248","62","df = df.shift(axis=1, cols='A')","False"
"249","63","df.loc['2000-01-01':'2000-01-07', ['count_orders','revenue']]","True"
"250","63","df.iloc['2000-01-01':'2000-01-07', ['count_orders','revenue']]","False"
"251","63","df.loc[2000-01-01:2000-01-07, count_orders, revenue]","False"
"252","63","df.slice('2000-01-01','2000-01-07').columns(['count_orders','revenue'])","False"
"253","64","df.iloc[10:21, [df.columns.get_loc('feature1'), df.columns.get_loc('feature2'), df.columns.get_loc('target')]]","True"
"254","64","df.loc[10:20, ['feature1','feature2','target']]","False"
"255","64","df.iloc[10:20, [df.columns.get_loc('feature1'), df.columns.get_loc('feature2'), df.columns.get_loc('target')]]","False"
"256","64","df.loc[10:21, ['feature1','feature2','target']","False"
"257","65","df.loc[df['target'] > 20]","True"
"258","65","df[df['target'] >= 20]","False"
"259","65","df.loc[df.target > '20']","False"
"260","65","df.iloc[df['target'] > 20]","False"
"261","66","df.loc[(df['target'] > 20) & (df['weight'] > 100)]","True"
"262","66","df[(df['target'] >= 20) & (df['weight'] >= 100)]","False"
"263","66","df[df['target'] > 20 & df['weight'] > 100]","False"
"264","66","df.iloc[(df['target'] > 20) & (df['weight'] > 100)]","False"
"265","67","df.set_index('A', inplace=True, drop=True, verify_integrity=True)  # inplace обновляет DataFrame без копии, иногда написать df = быстрее и нагляднее, но такой метод может быть быстрее при компиляции и выполнении; drop убирает колонку из данных, чтобы не дублировать индекс при необходимости его оставить или вернуть потом, если он нужен будет в модели; verify_integrity гарантирует уникальность индекса - это важно для корректных join и фильтраций","True"
"266","67","df.rename_axis('A', inplace=True,  drop=True)  # inplace обновляет DataFrame без копии, иногда написать df = быстрее и нагляднее, но такой метод может быть быстрее при компиляции и выполнении; drop убирает колонку из данных, чтобы не дублировать индекс при необходимости его оставить или вернуть потом, если он нужен будет в модели; # verify_integrity по умолчанию проверяет уникальность индекса default True, но я бы рекомендовал его выключить, часто такую операцию делают чтобы создать временной ряд, а дубли там не мешают","False"
"267","67","df.index = df.loc[:, 'A'](drop=True, verify_integrity=True)  # inplace обновляет DataFrame 'на месте', но на мой взгляд писать df.index = быстрее и нагляднее; drop убирает колонку из данных, чтобы не дублировать индекс при необходимости его оставить или вернуть потом, если он нужен будет в модели; verify_integrity гарантирует уникальность индекса - это важно для корректных join и фильтраций","False"
"268","67","df.set_index('A')  # да я зняют inplace обновляет DataFrame без копии, иногда написать df = быстрее и нагляднее, но такой метод может быть быстрее при компиляции и выполнении; drop убирает колонку из данных, чтобы не дублировать индекс при необходимости его оставить или вернуть потом, если он нужен будет в модели; verify_integrity гарантирует уникальность индекса - это важно для корректных join и фильтраций, но это зависит отк контекста и 'вкусовщины'. Я обычно не использую параметры","False"
"269","68","df.reset_index(drop=True, inplace=True)  # drop=True убирает старый индекс из колонок, чтобы не дублировать его в данных; inplace=True меняет DataFrame «на месте», что избавляет от лишней копии; сброс индекса нужен после groupby для получения «плоской» таблицы или concat, когда важно получить непрерывный RangeIndex","True"
"270","68","del df.index  # зачем использовать какие-то параметры, так быстрее всего сбросить индекс; сброс индекса нужен после groupby для получения «плоской» таблицы или concat, когда важно получить непрерывный RangeIndex","False"
"271","68","df = df.reset_index(drop=True, inplace=True, allow_duplicates=False)  # drop=True убирает старый индекс из колонок, чтобы не дублировать его в данных; inplace=True меняет DataFrame «на месте», что избавляет от лишней копии; allow_duplicates=False запрещает создание дублирующихся индексов; сброс индекса нужен после groupby для получения «плоской» таблицы или concat, когда важно получить непрерывный RangeIndex","False"
"272","68","df.reset_index(drop=True, inplace=True, level=1)  # drop=True убирает старый индекс из колонок, чтобы не дублировать его в данных; inplace=True меняет DataFrame «на месте», что избавляет от лишней копии; level позволяет сбрасывать часть уровней MultiIndex, даже если индекс обычный, параметр level имеет смысла ставить всегда, чтобы привести к обычному виду; сброс индекса нужен после groupby для получения «плоской» таблицы или concat, когда важно получить непрерывный RangeIndex","False"
"273","69","df.sort_index()","True"
"274","69","df.order_index()","False"
"275","69","df.sort_values(by='index')","False"
"276","69","pd.sort_index(df)","False"
"277","70","df.sort_values('A')","True"
"278","70","df.orderby('A')","False"
"279","70","df.sort_index(df.columns.get_loc('A'))","False"
"280","70","pd.sort_values(df, by='A')","False"
"281","71","df.isnull().sum()","True"
"282","71","df.isnan().count()","False"
"283","71","df.isna.sum()","False"
"284","71","pd.isnull(df).count()","False"
"285","72","df.fillna({'A': df['A'].mean()}, inplace=True)","True"
"286","72","df['A'].fillna(df['A'].mean(), inplace=True)","False"
"287","72","df.fillna(mean('A'), axis=1, inplace=True)","False"
"288","72","df.loc[df['A'].isna, 'A'] = df['A'].mean()","False"
"289","73","df.loc[(df['target'] == 0) & (df['A'].isna()), 'A'] = 0","True"
"290","73","df['A'].fillna(0, inplace=True) if df['target'] == 0 else df","False"
"291","73","df.fillna({'A': 0}, inplace=True, where=df['target']==0)","False"
"292","73","df.loc[(df['A'].isna) & (df['target'] == 0), 'A'] = 0","False"
"293","74","df.dropna(inplace=True)","True"
"294","74","df.remove_na(inplace=True)","False"
"295","74","df = del df.isna()","False"
"296","74","df = pd.dropna(df)","False"
"297","75","df['A'].replace({'True': 1, 'False': 0}, inplace=True)","True"
"298","75","df['A'].map({'True': 1, 'False': 0}, inplace=True)","False"
"299","75","df.replace({'A': {'True': 1, 'False': 0}}, axis=1)","False"
"300","75","df['A'].apply(lambda x: 1 if x == True else x)","False"
"301","76","df['len'] = df['text'].str.len()","True"
"302","76","df['len'] = df.apply(len, axis=1)","False"
"303","76","df['text'].apply(len, inplace=True)","False"
"304","76","df['len'] = df['text'].map(lambda row: row.length())","False"
"305","77","df.loc[df['target'] == 1, 'A'].mean()","True"
"306","77","df['A'].mean(where=df['target'] == 1)","False"
"307","77","df.mean(df['A'][df['target'] == 1])","False"
"308","77","df['A'].loc[df['target'] = 1].average()","False"
"309","78","df.loc[df['default'] == 0].groupby('education')['age'].mean()","True"
"310","78","df.groupby('education')['age'].mean().loc[df['default'] == 0]","False"
"311","78","df.loc[df['default'] == 0].groupby('age')['education'].mean()","False"
"312","78","df.groupby(['education','default'])['age'].mean()['default'==0]","False"
"313","79","df.loc[df['default'] == 1].groupby('married')['sallary'].agg(['min','mean','max'])","True"
"314","79","df.groupby('married')['sallary'].agg(min, mean, max).loc[df['default'] == 1]","False"
"315","79","df.loc[df['default'] == 1].groupby('sallary')['married'].agg(['min','mean','max'])","False"
"316","79","df.groupby('sallary')['married'].agg(min, mean, max).loc[df['default'] == 1]","False"
"317","80","df['education'].nunique()","True"
"318","80","df['education'].unique().count()","False"
"319","80","df.nunique('education')","False"
"320","80","pd.nunique(df['education'], axis=1)","False"
"321","81","df['city'].value_counts(normalize=True) * 100","True"
"322","81","df['city'].unique(normalize=True)","False"
"323","81","df.value_counts('city', percent=True)","False"
"324","81","pd.value_counts(df['city'], normalize=False) / 100","False"
"325","82","df1 = pd.concat([df1, df2])","True"
"326","82","df1 = df1.merge(df2)","False"
"327","82","df1.append(df2, inplace=True)","False"
"328","82","df1 = pd.concat([df1, df2], axis=1)","False"
"329","83","В Pandas NaN в ключевых колонках соединяются друг с другом, тогда как в Spark SQL (и стандартном SQL) NULL не равен NULL, поэтому строки с пропусками не матчинг-уются","True"
"330","83","В Pandas merge автоматически удаляет дубликаты, а Spark SQL их сохраняет","False"
"331","83","В Pandas merge при наличии дубликатов ключей выполняется декартово произведение, что приводит к 'лишним' строкам; Spark SQL по умолчанию может оптимизировать и работать иначе","False"
"332","83","Разница вызвана тем, что Pandas merge по умолчанию делает outer join, а Spark SQL — inner join","False"
"333","84","df1 = pd.merge_asof(df1.sort_values('timestamp').assign(timestamp=lambda d: d['timestamp'].dt.tz_convert('UTC')), df2.sort_values('timestamp').assign(timestamp=lambda d: d['timestamp'].dt.tz_convert('UTC')), on='timestamp', direction='backward')","True"
"334","84","df1 = df1.merge(df2, on='timestamp', how='left').astype({'timestamp':'datetime64[ns, UTC]'})","False"
"335","84","df1 = pd.concat([df1, df2], axis=1).sort_values('timestamp').fillna(method='ffill')","False"
"336","84","df1 = df1.join(df2.set_index('timestamp'), on='timestamp', how='asof')","False"
